Player,Year,Position,Team,Games Played,Fantasy Points,Fantasy PPG,Targets,Receptions,Carries,TDs,Air Yards,YAC,Routes Run,Red Zone Touches,Goal Line Touches
Tim Hightower (FA),2016,RB,,16.0,126.8,7.9,26.0,22.0,133.0,5.0,,,,33.0,
Kareem Hunt (KC),2022,RB,,17.0,126.8,7.5,44.0,35.0,123.0,4.0,,,,33.0,
Logan Thomas (FA),2023,TE,WAS,16.0,126.8,7.9,78.0,55.0,nan,4.0,,,,10.0,
Kendall Wright (FA),2017,WR,CHI,16.0,126.4,7.9,91.0,59.0,0.0,1.0,,,,8.0,
Evan Engram (DEN),2018,TE,NYG,11.0,126.3,11.5,64.0,45.0,nan,3.0,,,,9.0,
Ryan Grant (FA),2017,WR,WAS,16.0,126.3,7.9,65.0,45.0,0.0,4.0,,,,9.0,
Jerick McKinnon (FA),2020,RB,,16.0,126.2,7.9,46.0,33.0,81.0,6.0,,,,24.0,
Eli Rogers (FA),2016,WR,PIT,13.0,126.0,9.7,66.0,48.0,6.0,3.0,,,,9.0,
Allen Lazard (NYJ),2024,WR,NYJ,12.0,126.0,10.5,60.0,37.0,0.0,6.0,,,,12.0,
Alexander Mattison (MIA),2021,RB,,16.0,125.9,7.9,39.0,32.0,134.0,4.0,,,,40.0,
Mike Gillislee (FA),2016,RB,,15.0,125.7,8.4,11.0,9.0,101.0,9.0,,,,20.0,
Torrey Smith (FA),2015,WR,SF,16.0,125.3,7.8,62.0,33.0,0.0,4.0,,,,8.0,
Ameer Abdullah (SF),2024,RB,,15.0,125.2,8.3,47.0,40.0,66.0,5.0,,,,19.0,
T.Y. Hilton (FA),2019,WR,IND,10.0,125.1,12.5,68.0,45.0,0.0,5.0,,,,8.0,
Xavier Legette (CAR),2024,WR,CAR,16.0,125.1,7.8,84.0,49.0,24.0,4.0,,,,13.0,
George Kittle (SF),2020,TE,SF,8.0,125.1,15.6,63.0,48.0,nan,2.0,,,,6.0,
Jahan Dotson (PHI),2023,WR,WAS,17.0,124.8,7.3,83.0,49.0,0.0,4.0,,,,12.0,
Brandon LaFell (FA),2017,WR,CIN,16.0,124.8,7.8,89.0,52.0,0.0,3.0,,,,11.0,
Adrian Peterson (FA),2020,RB,,16.0,124.5,7.8,18.0,12.0,156.0,7.0,,,,36.0,
Ryan Mathews (FA),2015,RB,,13.0,124.5,9.6,28.0,20.0,106.0,7.0,,,,18.0,
Michael Wilson (ARI),2024,WR,,16.0,124.5,7.8,71.0,47.0,7.0,4.0,,,,,
Tyler Kroft (FA),2017,TE,CIN,16.0,124.4,7.8,62.0,42.0,nan,7.0,,,,12.0,
Travis Benjamin (FA),2017,WR,LAC,16.0,124.3,7.8,65.0,34.0,96.0,4.0,,,,2.0,
Josh Reynolds (NYJ),2021,WR,DET,11.0,124.3,7.8,49.0,29.0,5.0,2.0,,,,6.0,
Josh Reynolds (NYJ),2020,WR,LA,16.0,124.3,7.8,81.0,52.0,5.0,2.0,,,,7.0,
Karlos Williams (FA),2015,RB,,11.0,124.3,11.3,14.0,11.0,93.0,9.0,,,,7.0,
Jonnu Smith (PIT),2023,TE,ATL,17.0,124.2,7.3,70.0,50.0,nan,3.0,,,,10.0,
Jaylen Warren (PIT),2024,RB,,15.0,124.1,8.3,47.0,38.0,120.0,1.0,,,,24.0,
Mohamed Sanu Sr. (FA),2019,WR,,15.0,124.1,8.3,89.0,59.0,11.0,2.0,,,,,
Tyler Lockett (TEN),2016,WR,SEA,15.0,124.1,8.3,66.0,41.0,114.0,1.0,,,,6.0,
Tyler Boyd (FA),2016,WR,CIN,16.0,124.1,7.8,81.0,54.0,58.0,1.0,,,,10.0,
Brandon Bolden (FA),2021,RB,,16.0,124.1,7.8,49.0,41.0,44.0,3.0,,,,19.0,
Isaiah Likely (BAL),2024,TE,BAL,16.0,123.7,7.7,58.0,42.0,nan,6.0,,,,14.0,
Greg Olsen (FA),2019,TE,CAR,14.0,123.7,8.8,82.0,52.0,nan,2.0,,,,15.0,
Christian Kirk (HOU),2018,WR,ARI,12.0,123.5,10.3,68.0,43.0,35.0,3.0,,,,7.0,
Demarcus Robinson (SF),2024,WR,LA,17.0,123.5,7.3,64.0,31.0,0.0,7.0,,,,15.0,
Kenneth Gainwell (PIT),2021,RB,,16.0,123.4,7.7,50.0,33.0,68.0,6.0,,,,24.0,
Tyler Conklin (LAC),2023,TE,NYJ,17.0,123.1,7.2,87.0,61.0,nan,0.0,,,,9.0,
Coby Fleener (FA),2015,TE,IND,16.0,123.1,7.7,84.0,54.0,nan,3.0,,,,12.0,
Devin Funchess (FA),2018,WR,CAR,14.0,122.9,8.8,79.0,44.0,0.0,4.0,,,,12.0,
Juwan Johnson (NO),2024,TE,NO,17.0,122.8,7.2,66.0,50.0,nan,3.0,,,,1.0,
Amari Cooper (FA),2024,WR,BUF,13.0,122.7,9.4,85.0,44.0,0.0,4.0,,,,6.0,
LeGarrette Blount (FA),2015,RB,,12.0,122.6,10.2,7.0,6.0,165.0,7.0,,,,34.0,
Noah Fant (CIN),2022,TE,SEA,17.0,122.6,7.2,63.0,50.0,nan,4.0,,,,10.0,
James White (FA),2015,RB,,14.0,122.6,8.8,54.0,40.0,22.0,6.0,,,,18.0,
Marquez Valdes-Scantling (SEA),2022,WR,KC,17.0,122.4,7.2,81.0,42.0,-3.0,2.0,,,,13.0,
Justin Forsett (FA),2015,RB,,10.0,122.4,12.2,41.0,31.0,151.0,2.0,,,,24.0,
Giovani Bernard (FA),2016,RB,,10.0,122.3,12.2,51.0,39.0,91.0,3.0,,,,19.0,
Alshon Jeffery (FA),2019,WR,PHI,10.0,122.2,12.2,73.0,43.0,2.0,4.0,,,,12.0,
William Fuller V (FA),2016,WR,,14.0,122.2,8.7,92.0,47.0,-3.0,2.0,,,,,
Kenny Britt (FA),2015,WR,LA,16.0,122.1,7.6,72.0,36.0,0.0,3.0,,,,4.0,
Stefon Diggs (NE),2024,WR,HOU,8.0,121.9,15.2,64.0,47.0,8.0,3.0,,,,6.0,
Kayshon Boutte (NE),2024,WR,NE,15.0,121.9,8.1,68.0,43.0,0.0,3.0,,,,5.0,
Tyler Conklin (LAC),2024,TE,NYJ,16.0,121.9,7.6,72.0,51.0,nan,4.0,,,,10.0,
DeAndre Washington (FA),2019,RB,,16.0,121.9,7.6,41.0,36.0,108.0,3.0,,,,1.0,
Charles Clay (FA),2015,TE,BUF,13.0,121.8,9.4,77.0,51.0,nan,3.0,,,,3.0,
Vernon Davis (FA),2017,TE,WAS,16.0,121.8,7.6,69.0,43.0,nan,3.0,,,,9.0,
Rashaad Penny (FA),2021,RB,,10.0,121.7,12.2,8.0,6.0,119.0,6.0,,,,20.0,
Julius Thomas (FA),2015,TE,JAX,12.0,121.5,10.1,80.0,46.0,nan,5.0,,,,11.0,
Samaje Perine (CIN),2023,RB,,17.0,121.3,7.1,56.0,50.0,53.0,1.0,,,,15.0,
Cole Kmet (CHI),2021,TE,CHI,17.0,121.2,7.1,93.0,60.0,nan,0.0,,,,15.0,
Tyler Lockett (TEN),2024,WR,SEA,17.0,121.0,7.1,74.0,49.0,0.0,2.0,,,,10.0,
Marques Colston (FA),2015,WR,NO,13.0,121.0,9.3,67.0,45.0,0.0,4.0,,,,9.0,
Elijah Moore (BUF),2024,WR,CLE,17.0,120.9,7.1,102.0,61.0,1.0,1.0,,,,7.0,
Rashard Higgins (FA),2021,WR,CLE,12.0,120.9,9.3,47.0,24.0,0.0,4.0,,,,5.0,
Rashard Higgins (FA),2020,WR,CLE,13.0,120.9,9.3,52.0,37.0,0.0,4.0,,,,9.0,
Tony Pollard (TEN),2020,RB,,16.0,120.8,7.6,40.0,28.0,101.0,5.0,,,,22.0,
O.J. Howard (FA),2018,TE,TB,10.0,120.5,12.1,48.0,34.0,nan,5.0,,,,7.0,
Jimmy Graham (FA),2015,TE,SEA,11.0,120.5,11.0,74.0,48.0,nan,2.0,,,,10.0,
Leonard Fournette (FA),2018,RB,,8.0,120.4,15.1,26.0,22.0,133.0,6.0,,,,25.0,
Cole Kmet (CHI),2024,TE,CHI,17.0,120.4,7.1,55.0,47.0,nan,4.0,,,,12.0,
Anthony Miller (BAL),2018,WR,CHI,15.0,120.2,8.0,54.0,33.0,26.0,7.0,,,,14.0,
Dion Lewis (FA),2015,RB,,7.0,120.2,17.2,50.0,36.0,49.0,4.0,,,,17.0,
Kenny Stills (FA),2019,WR,HOU,13.0,120.1,9.2,55.0,40.0,0.0,4.0,,,,4.0,
K.J. Osborn (WAS),2023,WR,MIN,15.0,120.0,8.0,75.0,48.0,0.0,3.0,,,,11.0,
Andrei Iosivas (CIN),2024,WR,CIN,17.0,119.9,7.1,61.0,36.0,0.0,6.0,,,,10.0,
Hunter Henry (NE),2023,TE,NE,14.0,119.9,8.6,61.0,42.0,nan,6.0,,,,6.0,
Doug Martin (FA),2018,RB,,16.0,119.9,7.5,24.0,18.0,172.0,4.0,,,,33.0,
Isaiah McKenzie (FA),2022,WR,BUF,16.0,119.8,7.5,66.0,42.0,55.0,4.0,,,,15.0,
Jordan Reed (FA),2018,TE,WAS,13.0,119.8,9.2,84.0,54.0,nan,2.0,,,,7.0,
Josh Doctson (FA),2017,WR,WAS,16.0,119.8,7.5,78.0,35.0,-14.0,6.0,,,,16.0,
Dontayvion Wicks (GB),2023,WR,GB,15.0,119.8,8.0,58.0,39.0,1.0,4.0,,,,9.0,
Zach Miller (FA),2016,TE,CHI,10.0,119.6,12.0,64.0,47.0,nan,4.0,,,,8.0,
Austin Hooper (NE),2017,TE,ATL,16.0,119.6,7.5,65.0,49.0,nan,3.0,,,,12.0,
Robert Woods (PIT),2016,WR,BUF,13.0,118.9,9.1,76.0,51.0,6.0,1.0,,,,8.0,
Calvin Austin III (PIT),2024,WR,,17.0,118.8,7.0,58.0,36.0,0.0,4.0,,,,,
LeSean McCoy (FA),2019,RB,,13.0,118.6,9.1,34.0,28.0,101.0,5.0,,,,24.0,
Kareem Hunt (KC),2023,RB,,15.0,118.5,7.9,21.0,15.0,135.0,9.0,,,,39.0,
Tyler Lockett (TEN),2017,WR,SEA,16.0,118.3,7.4,71.0,45.0,58.0,2.0,,,,11.0,
Robert Woods (PIT),2015,WR,BUF,14.0,118.2,8.4,80.0,47.0,0.0,3.0,,,,7.0,
Dalton Schultz (HOU),2024,TE,HOU,17.0,118.2,7.0,85.0,53.0,nan,2.0,,,,8.0,
Rashard Higgins (FA),2018,WR,CLE,13.0,118.2,9.1,53.0,39.0,0.0,4.0,,,,4.0,
Gerald Everett (FA),2021,TE,SEA,15.0,117.8,7.9,63.0,48.0,nan,4.0,,,,8.0,
Khalil Herbert (IND),2022,RB,,13.0,117.8,9.1,12.0,9.0,129.0,5.0,,,,22.0,
A.J. Dillon (PHI),2023,RB,,15.0,117.6,7.8,28.0,22.0,178.0,2.0,,,,37.0,
Brandin Cooks (NO),2019,WR,LA,14.0,117.5,8.4,72.0,42.0,52.0,2.0,,,,6.0,
Wendell Smallwood (FA),2018,RB,,16.0,117.4,7.3,35.0,28.0,87.0,5.0,,,,25.0,
Miles Sanders (DAL),2021,RB,,12.0,117.2,9.8,34.0,26.0,137.0,0.0,,,,25.0,
Chester Rogers (FA),2018,WR,IND,16.0,117.1,7.3,72.0,53.0,-4.0,2.0,,,,9.0,
Ameer Abdullah (SF),2015,RB,,16.0,117.0,7.3,38.0,25.0,143.0,3.0,,,,18.0,
Ty Johnson (BUF),2021,RB,,15.0,117.0,7.8,55.0,34.0,61.0,4.0,,,,16.0,
Charles Clay (FA),2017,TE,BUF,13.0,116.8,9.0,74.0,49.0,nan,2.0,,,,11.0,
James White (FA),2020,RB,,14.0,116.6,8.3,62.0,49.0,35.0,3.0,,,,10.0,
Peyton Barber (FA),2019,RB,,16.0,116.5,7.3,24.0,16.0,154.0,7.0,,,,25.0,
Cade Otton (TB),2023,TE,TB,17.0,116.5,6.9,67.0,47.0,nan,4.0,,,,15.0,
Theo Riddick (FA),2018,RB,,14.0,116.5,8.3,74.0,61.0,40.0,0.0,,,,19.0,
Clyde Edwards-Helaire (NO),2021,RB,,10.0,116.5,11.7,23.0,19.0,119.0,6.0,,,,21.0,
Jordan Akins (FA),2022,TE,HOU,15.0,116.5,7.8,54.0,37.0,nan,5.0,,,,13.0,
Dallas Goedert (PHI),2020,TE,PHI,11.0,116.4,10.6,65.0,46.0,nan,3.0,,,,6.0,
Eric Decker (FA),2017,WR,TEN,16.0,116.3,7.3,83.0,54.0,0.0,1.0,,,,11.0,
Kalif Raymond (DET),2022,WR,DET,17.0,116.2,6.8,64.0,47.0,36.0,0.0,,,,10.0,
Devin Duvernay (CHI),2022,WR,BAL,14.0,116.1,8.3,49.0,37.0,84.0,3.0,,,,11.0,
Ray Davis (BUF),2024,RB,,17.0,116.1,6.8,19.0,17.0,113.0,6.0,,,,22.0,
Albert Wilson (FA),2017,WR,KC,13.0,116.0,8.9,62.0,42.0,6.0,3.0,,,,12.0,
Travis Fulgham (FA),2020,WR,PHI,13.0,115.9,8.9,67.0,38.0,0.0,4.0,,,,10.0,
Travis Fulgham (FA),2021,WR,,,115.9,8.9,,,0.0,4.0,,,,,
Michael Floyd (FA),2016,WR,ARI,15.0,115.8,7.7,76.0,37.0,0.0,5.0,,,,15.0,
Marvin Jones Jr. (FA),2018,WR,,9.0,115.8,12.9,62.0,35.0,0.0,5.0,,,,,
Robert Woods (PIT),2022,WR,TEN,17.0,115.7,6.8,91.0,53.0,0.0,2.0,,,,14.0,
Owen Daniels (FA),2015,TE,DEN,16.0,115.7,7.2,77.0,46.0,nan,3.0,,,,13.0,
Zach Ertz (WAS),2022,TE,ARI,10.0,115.6,11.6,69.0,47.0,nan,4.0,,,,17.0,
DJ Chark Jr. (ATL),2023,WR,,14.0,115.5,8.3,66.0,35.0,0.0,5.0,,,,,
Jalen Richard (FA),2016,RB,,16.0,115.5,7.2,39.0,29.0,83.0,3.0,,,,10.0,
Brian Quick (FA),2016,WR,LA,16.0,115.4,7.2,77.0,41.0,0.0,3.0,,,,8.0,
Andre Johnson (FA),2015,WR,IND,16.0,115.3,7.2,77.0,41.0,0.0,4.0,,,,12.0,
Sammy Watkins (FA),2018,WR,KC,10.0,115.1,11.5,55.0,40.0,52.0,3.0,,,,14.0,
Corey Davis (FA),2019,WR,TEN,15.0,115.1,7.7,69.0,43.0,0.0,2.0,,,,5.0,
Chris Moore (WAS),2022,WR,HOU,15.0,115.1,7.7,74.0,48.0,3.0,2.0,,,,11.0,
Jordan Mason (MIN),2024,RB,,12.0,115.0,9.6,14.0,11.0,153.0,3.0,,,,37.0,
Damiere Byrd (FA),2021,WR,CHI,11.0,114.9,7.2,38.0,26.0,15.0,1.0,,,,5.0,
Damiere Byrd (FA),2020,WR,NE,16.0,114.9,7.2,77.0,47.0,15.0,1.0,,,,2.0,
Rhamondre Stevenson (NE),2021,RB,,12.0,114.9,9.6,18.0,14.0,133.0,5.0,,,,29.0,
Robbie Chosen (FA),2016,WR,,16.0,114.9,7.2,78.0,42.0,42.0,2.0,,,,,
Martellus Bennett (FA),2015,TE,CHI,11.0,114.9,10.4,80.0,53.0,nan,3.0,,,,9.0,
Kendrick Bourne (NE),2018,WR,SF,16.0,114.7,7.2,67.0,42.0,0.0,4.0,,,,12.0,
Noah Brown (WAS),2022,WR,DAL,16.0,114.5,7.2,74.0,43.0,0.0,3.0,,,,14.0,
Emmanuel Sanders (FA),2017,WR,DEN,12.0,114.5,9.5,92.0,47.0,0.0,2.0,,,,10.0,
Michael Wilson (ARI),2023,WR,,13.0,114.5,8.8,58.0,38.0,0.0,3.0,,,,,
Matt Jones (FA),2015,RB,,13.0,114.4,8.8,25.0,19.0,144.0,4.0,,,,13.0,
Adam Thielen (CAR),2019,WR,MIN,10.0,114.4,11.4,48.0,30.0,6.0,6.0,,,,8.0,
Vernon Davis (FA),2016,TE,WAS,16.0,114.3,7.1,59.0,44.0,nan,2.0,,,,7.0,
Jamaal Williams (FA),2018,RB,,16.0,114.3,7.1,41.0,27.0,121.0,3.0,,,,1.0,
Kyle Rudolph (FA),2019,TE,MIN,16.0,113.7,7.1,48.0,39.0,nan,6.0,,,,14.0,
Chig Okonkwo (TEN),2024,TE,TEN,17.0,113.6,6.7,70.0,52.0,nan,2.0,,,,6.0,
Dwayne Allen (FA),2016,TE,IND,14.0,113.6,8.1,52.0,35.0,nan,6.0,,,,10.0,
Tyjae Spears (TEN),2024,RB,,12.0,113.6,9.5,35.0,30.0,84.0,5.0,,,,15.0,
Austin Hooper (NE),2020,TE,CLE,13.0,113.5,8.7,70.0,46.0,nan,4.0,,,,14.0,
Chig Okonkwo (TEN),2023,TE,TEN,17.0,113.4,6.7,77.0,54.0,nan,1.0,,,,6.0,
Noah Gray (KC),2024,TE,KC,17.0,113.3,6.7,49.0,40.0,nan,5.0,,,,10.0,
Chris Herndon IV (FA),2018,TE,,16.0,113.2,7.1,56.0,39.0,nan,4.0,,,,,
Darren Waller (MIA),2023,TE,NYG,12.0,113.2,9.4,74.0,52.0,nan,1.0,,,,4.0,
William Fuller V (FA),2017,WR,,10.0,113.2,11.3,50.0,28.0,9.0,7.0,,,,,
JuJu Smith-Schuster (KC),2019,WR,PIT,12.0,113.2,9.4,70.0,42.0,0.0,3.0,,,,8.0,
Greg Dortch (ARI),2022,WR,ARI,16.0,113.1,7.1,64.0,52.0,44.0,2.0,,,,9.0,
Khalil Shakir (BUF),2023,WR,BUF,17.0,113.1,6.7,45.0,39.0,10.0,2.0,,,,7.0,
Dorial Green-Beckham (FA),2015,WR,TEN,16.0,112.9,7.1,67.0,32.0,0.0,4.0,,,,10.0,
Steve Johnson (FA),2015,WR,LAC,10.0,112.7,11.3,65.0,45.0,0.0,3.0,,,,10.0,
Khalil Herbert (IND),2023,RB,,12.0,112.5,9.4,31.0,20.0,132.0,3.0,,,,20.0,
Tutu Atwell (LAR),2023,WR,LA,16.0,112.4,7.0,67.0,39.0,31.0,3.0,,,,7.0,
Olamide Zaccheaus (CHI),2024,WR,WAS,17.0,112.4,6.6,64.0,45.0,8.0,3.0,,,,11.0,
DeAndre Carter (CLE),2022,WR,LAC,17.0,112.3,6.6,65.0,46.0,-15.0,3.0,,,,10.0,
Alec Pierce (IND),2022,WR,IND,16.0,112.3,7.0,78.0,41.0,0.0,2.0,,,,6.0,
Robert Tonyan (KC),2022,TE,GB,17.0,112.0,6.6,67.0,53.0,nan,2.0,,,,9.0,
Seth Roberts (FA),2015,WR,LV,16.0,112.0,7.0,55.0,32.0,0.0,5.0,,,,11.0,
Antonio Andrews (FA),2015,RB,,14.0,112.0,8.0,29.0,21.0,143.0,3.0,,,,19.0,
Jack Doyle (FA),2019,TE,IND,16.0,111.8,7.0,72.0,43.0,nan,4.0,,,,15.0,
Seth Roberts (FA),2016,WR,LV,16.0,111.7,7.0,77.0,38.0,0.0,5.0,,,,23.0,
Alfred Blue (FA),2015,RB,,16.0,111.7,7.0,16.0,15.0,183.0,3.0,,,,24.0,
Jordan Howard (FA),2019,RB,,10.0,111.4,11.1,14.0,10.0,119.0,7.0,,,,24.0,
A.J. Green (FA),2020,WR,CIN,16.0,111.3,7.0,104.0,47.0,0.0,2.0,,,,9.0,
A.J. Green (FA),2021,WR,ARI,16.0,111.3,7.0,92.0,54.0,0.0,2.0,,,,18.0,
Le'Veon Bell (FA),2015,RB,,6.0,111.2,18.5,26.0,24.0,113.0,3.0,,,,18.0,
Gerald Everett (FA),2023,TE,LAC,15.0,111.1,7.4,70.0,51.0,nan,3.0,,,,11.0,
Marquez Valdes-Scantling (SEA),2018,WR,GB,16.0,111.0,6.9,73.0,38.0,29.0,2.0,,,,9.0,
Noah Fant (CIN),2019,TE,DEN,16.0,111.0,6.9,66.0,40.0,nan,3.0,,,,9.0,
Brian Hartline (FA),2015,WR,CLE,12.0,110.3,9.2,77.0,46.0,0.0,2.0,,,,13.0,
Darren Fells (FA),2019,TE,HOU,16.0,110.1,6.9,48.0,34.0,nan,7.0,,,,14.0,
Will Dissly (LAC),2024,TE,LAC,15.0,110.1,7.3,64.0,50.0,nan,2.0,,,,8.0,
Kareem Hunt (KC),2021,RB,,8.0,110.0,13.8,27.0,22.0,78.0,5.0,,,,22.0,
Olamide Zaccheaus (CHI),2022,WR,ATL,17.0,110.0,6.5,61.0,40.0,7.0,3.0,,,,6.0,
Cecil Shorts (FA),2015,WR,HOU,11.0,109.9,10.0,75.0,42.0,47.0,2.0,,,,6.0,
Lance Kendricks (FA),2016,TE,LA,16.0,109.9,6.9,87.0,50.0,nan,2.0,,,,6.0,
Hayden Hurst (FA),2022,TE,CIN,14.0,109.9,7.9,70.0,54.0,nan,2.0,,,,14.0,
Chris Hogan (FA),2017,WR,NE,9.0,109.6,12.2,59.0,34.0,17.0,5.0,,,,13.0,
Steven Sims Jr. (SEA),2019,WR,,16.0,109.5,6.8,56.0,34.0,85.0,4.0,,,,,
Evan Engram (DEN),2019,TE,NYG,8.0,109.4,13.7,68.0,44.0,nan,3.0,,,,11.0,
Justice Hill (BAL),2023,RB,,16.0,109.3,6.8,39.0,28.0,84.0,4.0,,,,28.0,
Josh Doctson (FA),2018,WR,WAS,15.0,109.2,7.3,78.0,44.0,0.0,2.0,,,,8.0,
Malcolm Brown (FA),2020,RB,,16.0,109.1,6.8,33.0,23.0,101.0,5.0,,,,24.0,
Shaun Draughn (FA),2016,RB,,16.0,108.9,6.8,39.0,29.0,74.0,6.0,,,,14.0,
Anthony Miller (BAL),2020,WR,CHI,16.0,108.7,6.8,76.0,49.0,12.0,2.0,,,,10.0,
Anthony Miller (BAL),2021,WR,,3.0,108.7,6.8,12.0,6.0,12.0,2.0,,,,1.0,
Austin Hooper (NE),2024,TE,NE,17.0,108.6,6.4,59.0,45.0,nan,3.0,,,,9.0,
Alex Collins (FA),2018,RB,,10.0,108.6,10.9,21.0,15.0,114.0,8.0,,,,26.0,
Tyler Higbee (LAR),2023,TE,LA,15.0,108.5,7.2,70.0,47.0,nan,2.0,,,,5.0,
Robert Turbin (FA),2016,RB,,15.0,108.3,7.2,35.0,26.0,47.0,8.0,,,,24.0,
Zach Miller (FA),2015,TE,CHI,15.0,107.9,7.2,46.0,34.0,nan,5.0,,,,6.0,
Ladarius Green (FA),2015,TE,LAC,13.0,107.9,8.3,63.0,37.0,nan,4.0,,,,10.0,
Demarcus Robinson (SF),2020,WR,KC,15.0,107.6,7.2,59.0,45.0,0.0,3.0,,,,8.0,
David Njoku (CLE),2021,TE,CLE,15.0,107.6,7.2,53.0,36.0,nan,4.0,,,,9.0,
Rex Burkhead (FA),2020,RB,,10.0,107.6,10.8,33.0,25.0,67.0,6.0,,,,19.0,
Demarcus Robinson (SF),2021,WR,KC,15.0,107.6,7.2,41.0,25.0,0.0,3.0,,,,4.0,
James Cook (BUF),2022,RB,,17.0,107.5,6.3,32.0,21.0,91.0,3.0,,,,21.0,
Odell Beckham Jr. (FA),2023,WR,,14.0,107.5,7.7,64.0,35.0,0.0,3.0,,,,,
Vincent Jackson (FA),2015,WR,TB,10.0,107.3,10.7,62.0,33.0,0.0,3.0,,,,14.0,
DeMario Douglas (NE),2023,WR,NE,14.0,107.2,7.7,79.0,49.0,41.0,0.0,,,,4.0,
Mark Andrews (BAL),2018,TE,BAL,16.0,107.2,6.7,50.0,34.0,nan,3.0,,,,9.0,
Chris Johnson (FA),2015,RB,,11.0,107.2,9.7,13.0,6.0,196.0,3.0,,,,18.0,
Jerricho Cotchery (FA),2015,WR,CAR,14.0,107.1,7.7,54.0,39.0,16.0,3.0,,,,10.0,
Seth Roberts (FA),2018,WR,LV,15.0,106.9,7.1,64.0,45.0,5.0,2.0,,,,3.0,
Joshua Palmer (BUF),2023,WR,LAC,11.0,106.7,9.7,61.0,38.0,6.0,2.0,,,,9.0,
Tyler Eifert (FA),2019,TE,CIN,16.0,106.6,6.7,63.0,43.0,nan,3.0,,,,10.0,
George Kittle (SF),2017,TE,SF,15.0,106.5,7.1,63.0,43.0,nan,2.0,,,,16.0,
Devin Funchess (FA),2015,WR,CAR,16.0,106.3,6.6,63.0,31.0,0.0,5.0,,,,13.0,
William Fuller V (FA),2018,WR,,7.0,106.3,15.2,45.0,32.0,0.0,4.0,,,,,
Davante Adams (LAR),2015,WR,GB,13.0,106.3,8.2,94.0,50.0,0.0,1.0,,,,16.0,
Chris Hogan (FA),2018,WR,NE,16.0,106.2,6.6,55.0,35.0,0.0,3.0,,,,10.0,
Tyler Allgeier (ATL),2024,RB,,17.0,106.2,6.2,13.0,13.0,137.0,3.0,,,,27.0,
Zach Charbonnet (SEA),2023,RB,,16.0,106.1,6.6,40.0,33.0,108.0,1.0,,,,23.0,
Jaleel McLaughlin (DEN),2023,RB,,17.0,106.0,6.2,36.0,31.0,76.0,3.0,,,,14.0,
Derrick Henry (BAL),2016,RB,,15.0,105.7,7.0,15.0,13.0,110.0,5.0,,,,25.0,
Joique Bell (FA),2015,RB,,13.0,105.7,8.1,27.0,22.0,90.0,4.0,,,,19.0,
Jaylen Samuels (FA),2019,RB,,14.0,105.4,7.5,57.0,47.0,66.0,2.0,,,,19.0,
Michael Gallup (WAS),2022,WR,DAL,14.0,105.4,7.5,74.0,39.0,0.0,4.0,,,,14.0,
Zack Moss (FA),2021,RB,,13.0,105.2,8.1,32.0,23.0,96.0,5.0,,,,33.0,
Chase Claypool (FA),2022,WR,PIT,15.0,105.0,7.0,79.0,46.0,59.0,1.0,,,,7.0,
Rondale Moore (MIN),2023,WR,ARI,17.0,105.0,6.2,62.0,40.0,178.0,1.0,,,,7.0,
Deonte Thompson (FA),2017,WR,BUF,16.0,105.0,6.6,69.0,38.0,-5.0,2.0,,,,6.0,
C.J. Uzomah (FA),2018,TE,CIN,16.0,104.9,6.6,64.0,43.0,nan,3.0,,,,6.0,
DeSean Jackson (FA),2015,WR,WAS,9.0,104.8,11.6,49.0,30.0,0.0,4.0,,,,5.0,
Jonnu Smith (PIT),2019,TE,TEN,16.0,104.7,6.5,44.0,35.0,nan,3.0,,,,9.0,
Will Tye (FA),2015,TE,NYG,13.0,104.4,8.0,62.0,42.0,nan,3.0,,,,11.0,
Jake Ferguson (DAL),2024,TE,DAL,14.0,104.4,7.5,86.0,59.0,nan,0.0,,,,6.0,
Rex Burkhead (FA),2021,RB,,15.0,104.3,7.0,32.0,25.0,122.0,3.0,,,,20.0,
Ryan Griffin (FA),2016,TE,HOU,16.0,104.2,6.5,74.0,50.0,nan,2.0,,,,2.0,
D'Ernest Johnson (FA),2021,RB,,13.0,104.1,8.0,25.0,19.0,100.0,3.0,,,,14.0,
Kenyan Drake (FA),2022,RB,,12.0,104.1,8.7,26.0,17.0,109.0,5.0,,,,26.0,
Josh Reynolds (NYJ),2022,WR,DET,12.0,103.9,8.7,59.0,38.0,0.0,3.0,,,,13.0,
Hunter Henry (NE),2022,TE,NE,16.0,103.9,6.5,59.0,41.0,nan,2.0,,,,7.0,
Demarcus Robinson (SF),2022,WR,BAL,16.0,103.8,6.5,75.0,48.0,0.0,2.0,,,,11.0,
Latavius Murray (FA),2021,RB,,14.0,103.6,7.4,13.0,10.0,119.0,6.0,,,,26.0,
Corey Brown (FA),2015,WR,CAR,14.0,103.5,7.4,54.0,31.0,38.0,4.0,,,,9.0,
Antonio Gibson (NE),2024,RB,,17.0,103.4,6.1,29.0,23.0,120.0,1.0,,,,17.0,
Matt Breida (FA),2019,RB,,13.0,103.3,7.9,22.0,19.0,123.0,2.0,,,,8.0,
DeVante Parker (FA),2022,WR,NE,13.0,102.9,7.9,47.0,31.0,0.0,3.0,,,,4.0,
Allen Lazard (NYJ),2019,WR,GB,16.0,102.8,6.4,52.0,35.0,21.0,3.0,,,,4.0,
Jaron Brown (FA),2017,WR,ARI,16.0,102.7,6.4,69.0,31.0,0.0,4.0,,,,7.0,
